,區號名
7188,(0487)代竹瓦竹瓦段
7189,(0498)代柱瓦段
7190,(0367)平和段
7191,(0495)立瓦登段
7192,(0497)西阿路段
7193,(0366)佳平段
7194,(0369)佳興段
7195,(0368)武潭段
7196,(1500)突阿拉印段
7197,(0364)泰武段
7198,(0499)得布克段
7199,(0488)富給得段
7200,(0374)新平和段
7201,(0365)萬安段
7202,(0494)達瓦力可遶段
7203,(1501)熱棟段
7204,(0373)丹林段
7205,(1503)巴楞蹦段
7206,(0371)文樂段
7207,(0377)古樓段
7208,(0447)古社段
7209,(0372)白鷺段
7210,(1508)吉沙巴帝亞段
7211,(0370)來義段
7212,(1504)拉佳段
7213,(1502)武拉拉烏段
7214,(1505)阿福隆灣段
7215,(0376)南和段
7216,(1507)祈母土斯段
7217,(0375)望嘉段
7218,(1551)新古樓段
7219,(0378)義林段
7220,(1509)遮蔽亞蘭段
7221,(1506)盧瑪盧麥段
7222,(0384)七佳段
7223,(0380)力里段
7224,(0381)力南段
7225,(0829)久雅住段
7226,(0385)士文段
7227,(0386)士文段一小段
7228,(0818)大漢段
7229,(0830)卡細优拉雅段
7230,(0383)古華段
7231,(0833)古哇巴樂段
7232,(0834)古拉拉奧段
7233,(0835)佳烏力拿瑪段
7234,(0882)佳樂喜段
7235,(0379)春日段
7236,(0403)春日段一小段
7237,(0404)春日段二小段
7238,(0812)烏福勒段
7239,(0832)馬路法瑞段
7240,(0831)補地滋段
7241,(0382)歸崇段
7242,(0405)歸崇段一小段
7243,(0843)口坑段
7244,(0844)大牛坑段
7245,(0639)丹路段
7246,(0642)內文段
7247,(0645)內獅段
7248,(0853)內海段
7249,(0644)巴士墨段
7250,(0646)古道段
7251,(0636)外獅段
7252,(0638)竹坑段
7253,(0879)竹林段
7254,(0860)沙烏古段
7255,(0817)里龍西段
7256,(0849)里龍段
7257,(0859)依泥日安段
7258,(0840)佳歐夫段
7259,(0850)枋野段
7260,(0816)阿拉非段
7261,(0838)阿优豐段
7262,(0643)南世段
7263,(0810)南世段一小段
7264,(0813)拼得樂段
7265,(0842)耶美須段
7266,(0841)苦來油段
7267,(0861)郎萊段
7268,(0848)家新路段
7269,(0635)草埔段
7270,(0814)茶卡啦段
7271,(0851)婆豬古段
7272,(0837)崩崁段
7273,(0815)麻里巴段
7274,(0836)麻优高段
7275,(0880)凱地段
7276,(0845)塔加寮段
7277,(0641)新路段
7278,(0637)楓林段
7279,(0640)獅子段
7280,(0846)獅子頂段
7281,(0847)路知可段
7282,(0852)壽卡段
7283,(0858)瀑麻漾段
7284,(0811)雙流段
7285,(0839)霧里乙段
7286,(0647)鐵勁段
7287,(0658)八瑤段
7288,(0719)久路發尤段
7289,(0664)大梅段
7290,(0710)卡勒的布段
7291,(0712)卡茲達斯段
7292,(0715)卡佳佳南段
7293,(0648)四林段
7294,(0655)四林格段
7295,(0652)石門段
7296,(0651)旭海段
7297,(0665)汝乃段
7298,(0720)沙里央段
7299,(0650)牡丹段
7300,(0654)牡丹灣段
7301,(0666)里龍東段
7302,(0686)依卡烏蘇灣段
7303,(0706)佳佛勒段
7304,(0707)佳路弓段
7305,(0708)佳拉烏忍段
7306,(0711)佳阿烏段
7307,(0714)佳力普古段
7308,(0705)奇黑呀段
7309,(0713)奇發發烏段
7310,(0718)奇卡佳段
7311,(0649)東源段
7312,(0684)阿可里央段
7313,(0709)馬路里耐段
7314,(0717)馬查出可斯段
7315,(0653)高士段
7316,(0656)高士佛段
7317,(0657)頂加芝來段
7318,(0716)普力姆段
7319,(0704)發拉佳段
7320,(0323)一結段二結小段
7321,(0673)大東段
7322,(0676)女中段
7323,(0672)中興段
7324,(0609)公園段
7325,(0318)北津段
7326,(0603)艮門一段
7327,(0604)艮門二段
7328,(0605)艮門三段
7329,(0625)艮門五段
7330,(0321)辛子罕段
7331,(0517)和平段
7332,(0675)和睦段
7333,(0639)坤門一段
7334,(0642)坤門二段
7335,(0649)坤門三段
7336,(0658)坤門五段
7337,(0315)宜榮段
7338,(0495)宜興段
7339,(0496)宜商段
7340,(0544)宜福段
7341,(0663)宜科段
7342,(0690)宜大段
7343,(0312)延平段
7344,(0498)東村段
7345,(0688)東村一段
7346,(0304)金六結段五結小段
7347,(0305)金六結段六結小段
7348,(0306)金六結段七結小段
7349,(0307)金六結段金結小段
7350,(0650)金六結一段
7351,(0664)金六結二段
7352,(0665)金六結三段
7353,(0666)金五結段
7354,(0502)南橋段
7355,(0515)南門段
7356,(0680)南橋一段
7357,(0692)南津段
7358,(0314)建蘭段
7359,(0516)建業段
7360,(0691)建蘭新段
7361,(0494)思源段
7362,(0317)珍子滿力段擺厘小段
7363,(0320)珍珠段
7364,(0310)振興段
7365,(0648)校舍段
7366,(0601)乾門一段
7367,(0602)乾門二段
7368,(0624)乾門三段
7369,(0608)健康段
7370,(0319)梅洲段
7371,(0561)梅洲新段
7372,(0309)凱旋段
7373,(0684)凱旋一段
7374,(0685)凱旋二段
7375,(0640)巽門一段
7376,(0641)巽門二段
7377,(0607)進士段
7378,(0679)進士一段
7379,(0671)慈安段
7380,(0311)新張段
7381,(0499)新生段
7382,(0500)新店段
7383,(0674)新公園段
7384,(0689)農權段
7385,(0497)黎明段
7386,(0662)磚窯段
7387,(0573)雙福段
7388,(0560)茭白段
7389,(0333)二圍段
7390,(0655)二城段
7391,(0358)三抱竹段打馬煙小段
7392,(0553)下埔段
7393,(0606)下新興段
7394,(0337)大里簡段大里簡小段
7395,(0338)大里簡段蕃薯寮小段
7396,(0346)大溪段內大溪小段
7397,(0347)大溪段外大溪小段
7398,(0522)大里段
7399,(0529)大澳段
7400,(0590)中崙段
7401,(0582)內大溪段
7402,(0525)北關段
7403,(0526)北勢坑段
7404,(0571)北小島段
7405,(0523)外大溪段
7406,(0528)外澳段
7407,(0532)白石湖段
7408,(0521)石城段
7409,(0586)石牌段
7410,(0524)合興段
7411,(0527)更新段
7412,(0569)赤尾嶼段
7413,(0334)拔雅林段拔雅林小段
7414,(0335)拔雅林段武營小段
7415,(0644)拔雅林一段
7416,(0651)拔雅林二段
7417,(0661)拔雅林三段
7418,(0667)拔雅林五段
7419,(0668)武營段
7420,(0354)金面段小金面小段
7421,(0588)金盈段
7422,(0653)金面一段
7423,(0654)金盈一段
7424,(0572)南小島段
7425,(0617)烏石港段
7426,(0581)草嶺段
7427,(0349)梗枋段梗枋小段
7428,(0568)釣魚台段
7429,(0552)頂埔段
7430,(0351)港澳段港口小段
7431,(0352)港澳段外澳小段
7432,(0530)港口段
7433,(0669)港口新段
7434,(0533)猴洞段
7435,(0570)黃尾嶼段
7436,(0591)圓通段
7437,(0344)新興段上新興小段
7438,(0345)新興段下新興小段
7439,(0482)新崙段
7440,(0577)新打馬煙段
7441,(0578)新竹安段
7442,(0587)新金面段
7443,(0589)新二圍段
7444,(0610)新福成段
7445,(0626)新興一段
7446,(0652)新興二段
7447,(0659)新梗枋段
7448,(0584)溪頂段
7449,(0670)過港段
7450,(0359)福成段福成小段
7451,(0360)福成段福德坑小段
7452,(0660)福德段
7453,(0583)橫山段
7454,(0332)頭圍段
7455,(0638)頭圍一段
7456,(0643)頭圍二段
7457,(0362)龜山段
7458,(0585)鷹嶺段
7459,(0369)二結段
7460,(0623)二結新段
7461,(0619)十六結段
7462,(0657)十六結新段
7463,(0375)三民段
7464,(0554)三民一段
7465,(0564)三皇段
7466,(0368)大坡段
7467,(0596)大礁溪段
7468,(0621)大林尾段
7469,(0595)小礁溪段
7470,(0593)山豬窟段
7471,(0481)五峰段
7472,(0600)公園段
7473,(0678)公園北段
7474,(0376)民生段
7475,(0381)民權段
7476,(0562)永興段
7477,(0377)玉田段
7478,(0479)玉石段
7479,(0484)玉泉段
7480,(0555)玉光一段
7481,(0367)白石腳段
7482,(0478)白雲段
7483,(0483)白玉段
7484,(0535)石門段
7485,(0594)石磐段
7486,(0378)光武段
7487,(0567)刺仔崙段
7488,(0475)協天段
7489,(0485)協民段
7490,(0477)忠義段
7491,(0543)武暖段
7492,(0566)保安段
7493,(0374)匏杓崙段
7494,(0622)匏崙坡段
7495,(0486)常興段
7496,(0618)得石新段
7497,(0540)桶後段
7498,(0380)朝陽段
7499,(0531)湯仔城段
7500,(0401)番割田段
7501,(0518)結龍段
7502,(0556)開蘭一段
7503,(0557)開蘭二段
7504,(0558)開蘭三段
7505,(0620)開圍段
7506,(0487)新塭段
7507,(0559)溫泉段
7508,(0476)義結段
7509,(0383)實踐段
7510,(0480)德陽段
7511,(0514)龍潭段
7512,(0563)龍泉段
7513,(0565)龍潭湖段
7514,(0592)鵠仔山段
7515,(0534)鵲子段
7516,(0579)大福一段
7517,(0580)大福二段
7518,(0415)中興段
7519,(0416)中華段
7520,(0403)五權段
7521,(0417)五美段
7522,(0429)功勞段
7523,(0402)古結段
7524,(0541)吉祥一段
7525,(0542)吉祥二段
7526,(0410)壯志段
7527,(0413)壯東段
7528,(0611)壯濱段
7529,(0612)壯濱一段
7530,(0613)壯濱二段
7531,(0614)壯濱三段
7532,(0615)壯濱四段
7533,(0616)壯濱五段
7534,(0414)美城段
7535,(0411)復興段
7536,(0404)新福段
7537,(0405)新南段
7538,(0406)新社段
7539,(0458)七賢段
7540,(0597)九芎林段
7541,(0472)三鬮段內湖小段
7542,(0474)三鬮段三鬮二小段
7543,(0598)下粗坑段
7544,(0512)大坪段
7545,(0551)大鬮段
7546,(0627)大湖一段
7547,(0628)大湖二段
7548,(0686)大三鬮段
7549,(0446)內員山段永廣小段
7550,(0629)內湖一段
7551,(0630)內湖二段
7552,(0687)內湖段
7553,(0509)水源段
7554,(0511)水頭段
7555,(0490)外員段
7556,(0493)永同段
7557,(0576)永結段
7558,(0633)永和段
7559,(0536)玉東段
7560,(0631)再連段
7561,(0463)同樂段
7562,(0575)同結段
7563,(0510)成功段
7564,(0646)冷水坑段
7565,(0503)尚好段
7566,(0519)枕山段
7567,(0677)枕山一段
7568,(0656)東德段
7569,(0548)油車段
7570,(0491)金古段
7571,(0492)金泰段
7572,(0539)長嶺段
7573,(0537)阿玉段
7574,(0683)阿蘭城段
7575,(0547)南勢段
7576,(0538)紅柴段
7577,(0550)茄苳林段
7578,(0489)員山段
7579,(0632)望龍埤段
7580,(0455)深溝段
7581,(0504)深惠段
7582,(0505)深賢段
7583,(0506)深洲段
7584,(0507)深福段
7585,(0645)粗坑段
7586,(0546)船仔頭段
7587,(0599)頂粗坑段
7588,(0545)湖北段
7589,(0467)結頭份段
7590,(0461)新城段新城小段
7591,(0508)新洲子段
7592,(0681)新金山段
7593,(0682)新三泰段
7594,(0693)新七賢段
7595,(0488)溫泉段
7596,(0464)溪洲段
7597,(0634)隘界一段
7598,(0635)隘界二段
7599,(0636)隘界三段
7600,(0549)鼻仔頭段
7601,(0574)慶安段
7602,(0513)雙溪嘴段
7603,(0637)雙連埤段
7604,(0520)蘭城段
7605,(0005)十六份段
7606,(0861)十六份新段
7607,(0193)中華段
7608,(0853)仁愛一段
7609,(0854)仁愛二段
7610,(0023)公正段
7611,(0189)北成段
7612,(0851)北成一段
7613,(0850)竹林一段
7614,(0008)東光段
7615,(0195)東安段
7616,(0869)東榮一段
7617,(0870)東榮二段
7618,(0194)信義段
7619,(0884)信義一段
7620,(0009)南昌段
7621,(0010)國華段
7622,(0192)復興段
7623,(0771)新西安段
7624,(0859)新群一段
7625,(0860)新群二段
7626,(0007)維揚段
7627,(0022)興東段
7628,(0208)羅莊段
7629,(0241)三興段
7630,(0242)三結段
7631,(0867)三結一段
7632,(0055)大眾段
7633,(0846)大吉一段
7634,(0847)大吉二段
7635,(0863)大吉三段
7636,(0065)中福段
7637,(0236)中里段
7638,(0064)五結段
7639,(0237)文祥段
7640,(0791)加新段
7641,(0059)百松段
7642,(0239)百福段
7643,(0766)利工段
7644,(0767)利成段
7645,(0768)利福段
7646,(0054)孝威段
7647,(0864)協孝段
7648,(0240)和平段
7649,(0769)季寶段
7650,(0796)季新段
7651,(0868)保昌段
7652,(0844)國民一段
7653,(0845)國民二段
7654,(0238)隆昌段
7655,(0792)新甲段
7656,(0865)新協和段
7657,(0892)新協富段
7658,(0866)福興段
7659,(0243)學進段
7660,(0244)學新段
7661,(0053)錦草段
7662,(0795)錦眾段
7663,(0245)鎮安段
7664,(0890)八仙段
7665,(0780)十三分山段
7666,(0872)丸山段
7667,(0199)大進段
7668,(0754)大埤段
7669,(0781)大伯爺坑段
7670,(0097)小南澳段
7671,(0197)山明段
7672,(0102)中山段
7673,(0756)仁山段
7674,(0707)內城段
7675,(0709)太和段
7676,(0891)太山段
7677,(0757)水源段
7678,(0196)冬梅段
7679,(0737)冬白段
7680,(0778)打狗溪段
7681,(0862)永吉段
7682,(0708)安平段
7683,(0874)和員段
7684,(0109)東興段
7685,(0202)東和段
7686,(0204)東城段
7687,(0887)武淵一段
7688,(0888)武淵二段
7689,(0112)南富段
7690,(0875)柯林一段
7691,(0876)柯林二段
7692,(0877)柯林三段
7693,(0889)珍珠一段
7694,(0110)香城段
7695,(0203)香和段
7696,(0856)草漯段
7697,(0107)梅林段
7698,(0755)梅山段
7699,(0855)淋漓坑段
7700,(0779)野分山段
7701,(0789)鹿安一段
7702,(0790)鹿安二段
7703,(0871)鹿埔新段
7704,(0897)鹿得一段
7705,(0898)鹿得二段
7706,(0111)富農段
7707,(0200)進利段
7708,(0770)新奇武荖段
7709,(0772)義成一段
7710,(0773)義成二段
7711,(0774)義成三段
7712,(0775)義成四段
7713,(0776)義成五段
7714,(0777)義成六段
7715,(0787)義成七段
7716,(0788)義成八段
7717,(0201)群英段
7718,(0101)福山段
7719,(0758)廣興段
7720,(0852)廣安段
7721,(0899)廣興一段
7722,(0198)興平段
7723,(0873)寶員段
7724,(0255)七星段
7725,(0251)九股段
7726,(0799)大南澳嶺段
7727,(0785)小帽山段
7728,(0213)中央段
7729,(0223)中原段
7730,(0260)文化段
7731,(0139)四方林段
7732,(0227)永春段
7733,(0252)永愛段
7734,(0254)永安段
7735,(0798)永樂段
7736,(0797)白米甕段
7737,(0786)圳頭坑段
7738,(0246)存仁段
7739,(0137)西帽段
7740,(0211)坪林段
7741,(0135)東澳段
7742,(0834)東澳一段
7743,(0263)武荖坑段
7744,(0226)長安段
7745,(0253)保安段
7746,(0118)南正段
7747,(0119)南安段
7748,(0256)南強段
7749,(0257)南溪段
7750,(0247)思村段
7751,(0214)國姓段
7752,(0764)頂寮段
7753,(0265)朝陽段
7754,(0250)湖口段
7755,(0763)猴猴段
7756,(0259)新隘段
7757,(0264)新澳段
7758,(0738)新溪東段
7759,(0765)新隆恩段
7760,(0210)聖湖段
7761,(0818)腦寮段
7762,(0261)隘城段
7763,(0222)箕山段
7764,(0249)慶安段
7765,(0134)龍德段
7766,(0248)濱海段
7767,(0784)糞箕山段
7768,(0212)蘇聖段
7769,(0224)蘇市段
7770,(0225)蘇港段
7771,(0262)蘇新段
7772,(0273)蘇高
7773,(0155)九芎湖段玉蘭小段
7774,(0761)二萬五段
7775,(0809)人和一段
7776,(0810)人和二段
7777,(0811)人和三段
7778,(0759)八王城段
7779,(0161)三星段月眉小段
7780,(0229)大埔段
7781,(0230)大隱段
7782,(0267)大坑段
7783,(0268)大湖段
7784,(0849)大隱一段
7785,(0879)大隱二段
7786,(0881)大洲一段
7787,(0882)大洲二段
7788,(0883)大洲三段
7789,(0896)大隱三段
7790,(0814)天山段
7791,(0848)牛頭段
7792,(0762)叭哩沙段
7793,(0234)田心段
7794,(0219)石圍段
7795,(0140)光明段
7796,(0221)行健段
7797,(0878)尾塹一段
7798,(0880)尾塹二段
7799,(0167)尚義段
7800,(0815)長埤湖段
7801,(0142)阿里史段阿里史小段
7802,(0143)阿里史段大埔小段
7803,(0145)阿里史段張公圍小段
7804,(0158)阿里史段草湖小段
7805,(0141)拱照段
7806,(0205)星月段
7807,(0813)柑仔坑段
7808,(0900)洲子段蚊子煙埔小段
7809,(0903)紅柴林段
7810,(0817)家福段
7811,(0819)拳頭母段
7812,(0901)蚊子煙埔段
7813,(0233)健富段
7814,(0266)張公圍段
7815,(0220)頂義段
7816,(0760)頂二萬五段
7817,(0902)貴林段
7818,(0206)集慶段
7819,(0857)新日興段
7820,(0904)新萬貴段
7821,(0905)新義富段
7822,(0906)新健富段
7823,(0231)萬貴段
7824,(0207)義德段
7825,(0232)義富段
7826,(0820)槍櫃城段
7827,(0812)福和段
7828,(0807)雙賢一段
7829,(0808)雙賢二段
7830,(0235)桕腳廍段
7831,(0740)十六分段
7832,(0274)土場段
7833,(0179)大元段
7834,(0742)大溪段
7835,(0275)仁澤段
7836,(0730)元山段
7837,(0258)太平山段
7838,(0839)月桂溪段
7839,(0180)牛鬥段
7840,(0825)出水溪段
7841,(0716)加留坪段
7842,(0718)加羅山段
7843,(0746)古魯段
7844,(0793)古力比老段
7845,(0181)四季段
7846,(0182)四重段
7847,(0713)四圍段
7848,(0279)平元段
7849,(0735)玉崙段
7850,(0894)玉蘭段
7851,(0720)田古爾段
7852,(0739)石門段
7853,(0741)石溪段
7854,(0821)石門溪段
7855,(0836)石頭溪段
7856,(0278)多門南段
7857,(0269)尖山段
7858,(0169)百韜段
7859,(0168)米羅段
7860,(0277)佐宇漠段
7861,(0838)佐得寒山段
7862,(0719)見晴段
7863,(0823)赤皮寮段
7864,(0782)刺竹澳段
7865,(0711)明池段
7866,(0714)東保段
7867,(0843)東壘溪段
7868,(0170)松羅段
7869,(0736)松溪段
7870,(0895)松羅一段
7871,(0280)芳山段
7872,(0171)南山段
7873,(0209)思源段
7874,(0835)盆盆山段
7875,(0172)茂安段
7876,(0837)香本山段
7877,(0794)夏諾段
7878,(0712)烏山段
7879,(0747)烏帽段
7880,(0885)破鐺坑一段
7881,(0886)破鐺坑二段
7882,(0842)臭青湖段
7883,(0715)馬惱段
7884,(0721)馬縫段
7885,(0173)啞口段
7886,(0270)婆羅山段
7887,(0176)崙埤段
7888,(0281)望洋南段
7889,(0175)梵梵段
7890,(0743)清溪段
7891,(0745)清源段
7892,(0822)清水山段
7893,(0271)陵山段
7894,(0177)寒溪段
7895,(0893)復興一段
7896,(0824)斯巴豹段
7897,(0826)斯達吉司段
7898,(0710)棲蘭山段
7899,(0717)發徒西段
7900,(0734)紫林段
7901,(0276)給里東段
7902,(0783)新舊寮段
7903,(0744)溫泉段
7904,(0841)嘉蘭段
7905,(0729)翠峰段
7906,(0840)賓谷溪段
7907,(0178)碼崙段
7908,(0728)下銅山段
7909,(0723)大白段
7910,(0753)小白山段
7911,(0295)巴奈良段
7912,(0828)巴波里澳段
7913,(0705)比亞毫段
7914,(0726)四區段
7915,(0288)矢櫃段
7916,(0186)仲岳段
7917,(0285)次考干段
7918,(0749)西德段
7919,(0291)束穗段
7920,(0803)坡卡地段
7921,(0284)拉巴丸段
7922,(0801)拉雅段
7923,(0187)東岳段
7924,(0272)東高段
7925,(0722)東嶺段
7926,(0188)武塔段
7927,(0751)武坑段
7928,(0298)芳北段
7929,(0706)金巢北段
7930,(0731)金岳段
7931,(0804)金洋段
7932,(0292)南湖東段
7933,(0802)南碧段
7934,(0832)南澳一段
7935,(0833)南澳二段
7936,(0703)砲台段
7937,(0830)迴道段
7938,(0299)馬望南段
7939,(0701)馬望峰段
7940,(0297)高律段
7941,(0806)高峰段
7942,(0702)基戛央段
7943,(0296)清花段
7944,(0183)鹿皮段
7945,(0727)鹿山段
7946,(0700)麻加南段
7947,(0733)富太段
7948,(0750)帽山段
7949,(0282)發徒東段
7950,(0290)發徒南段
7951,(0289)雅音段
7952,(0704)飯包段
7953,(0732)飯山段
7954,(0752)新溪西段
7955,(0831)碧候段
7956,(0858)碧候一段
7957,(0286)銘山西段
7958,(0748)寮山段
7959,(0293)澗澗庫南段
7960,(0294)澗澗庫北段
7961,(0829)熱嘎勇段
7962,(0184)澳花段
7963,(0725)蕃社坑段
7964,(0800)嶺東段
7965,(0287)檜山南段
7966,(0827)瀑布段
7967,(0283)霧覽段
7968,(0724)蘭崁段
7969,(0805)埡口段
7970,(0004)主商段
7971,(0006)主權段
7972,(0111)功學段
7973,(0010)北濱段
7974,(0110)四維段
7975,(0007)民生段
7976,(0016)民享段
7977,(0018)民意段
7978,(0019)民勤段
7979,(0020)民心段
7980,(0022)民德段
7981,(0095)民孝段
7982,(0157)民生段民生小段
7983,(0494)民意段民意小段
7984,(0113)石壁段
7985,(0023)自強段
7986,(0015)明義段
7987,(0011)林森段
7988,(0014)美港段
7989,(0012)國風段
7990,(0082)國光段
7991,(0097)國民段
7992,(0098)國股段
7993,(0099)國強段
7994,(0100)國興段
7995,(0024)莊敬段
7996,(0017)富國段
7997,(0101)慈濟段
7998,(0112)慈雲段
7999,(0435)慈惠段一小段
8000,(0025)裕民段
8001,(0081)碧雲段
8002,(0005)福安段
8003,(0008)福祥段
8004,(0009)福德段
8005,(0013)德安段
8006,(0021)樹人段
8007,(0201)大安段
8008,(0202)大平段
8009,(0277)大馬段
8010,(0282)大全段
8011,(0287)大豐段
8012,(0288)大和段
8013,(0289)大興段
8014,(0299)大農段
8015,(0917)大安段大安一小段
8016,(0240)太巴塱段
8017,(0912)巴朗段
8018,(0280)水廣段
8019,(0294)加里洞段
8020,(0900)加禮灣段
8021,(0244)西富段
8022,(0911)利哈岸段
8023,(0239)東富段
8024,(0297)阿托莫段
8025,(0298)南富段
8026,(0243)砂荖段
8027,(0245)馬佛段
8028,(0909)馬山段
8029,(0919)馬錫山段
8030,(0290)富豐段
8031,(0281)新庄段
8032,(0241)溪州段
8033,(0242)達莫段
8034,(0920)嘉羅蘭段
8035,(0901)管真段
8036,(0910)麗太段
8037,(0300)三民段
8038,(0345)三義段
8039,(0346)三義段一小段
8040,(0347)三義段二小段
8041,(0301)大禹段
8042,(0386)大嵙山段
8043,(0764)水源段
8044,(0706)民北段
8045,(0709)民南段
8046,(0311)永安段
8047,(0710)永良段
8048,(0302)玉昌段
8049,(0303)玉璞段
8050,(0304)玉城段
8051,(0305)玉泉段
8052,(0306)玉里段
8053,(0399)玉東段
8054,(0752)玉璞段玉璞一小段
8055,(0753)玉璞段玉璞二小段
8056,(0772)玉城段玉城一小段
8057,(0714)石崗山段
8058,(0715)安通山段
8059,(0758)安坐段
8060,(0713)赤科山段
8061,(0348)東豐段
8062,(0368)東豐段東豐小段
8063,(0756)東豐南段
8064,(0365)松浦段
8065,(0757)哈拉灣段
8066,(0307)春日段
8067,(0349)禹東段
8068,(0364)禹東段一小段
8069,(0366)禹北段
8070,(0701)禹中段
8071,(0703)禹西段
8072,(0759)宮前段
8073,(0746)泰林段
8074,(0745)神農段
8075,(0763)神社段
8076,(0712)馬太林山段
8077,(0747)高寮段
8078,(0766)高寮南段
8079,(0711)船山段
8080,(0754)麻汝段
8081,(0762)新大禹段
8082,(0339)源城段
8083,(0755)滿自然段
8084,(0700)酸柑段
8085,(0744)德武段
8086,(0309)樂合段
8087,(0765)舊田段
8088,(0308)觀音山段
8089,(0431)大漢段
8090,(0466)山廣段
8091,(0116)天佑段
8092,(0029)平野段
8093,(0114)佳林段
8094,(0115)佳東段
8095,(0468)佳山段
8096,(0120)草林段
8097,(0430)康樂段
8098,(0119)順安段
8099,(0140)新興段
8100,(0031)嘉平段
8101,(0032)嘉新段
8102,(0079)嘉南段
8103,(0080)嘉北段
8104,(0467)廣安段
8105,(0429)樹林段
8106,(0117)興田段
8107,(0118)興海段
8108,(0128)干城段
8109,(0486)五十甲段
8110,(0040)仁禮段
8111,(0041)仁義段
8112,(0073)仁廉段
8113,(0074)仁恥段
8114,(0133)仁和段
8115,(0134)仁愛段
8116,(0075)太昌段
8117,(0121)永安段
8118,(0122)永興段
8119,(0484)白雲段
8120,(0106)光華段
8121,(0132)光中段
8122,(0135)光明段
8123,(0136)光學段
8124,(0137)光輝段
8125,(0138)光英段
8126,(0139)光華段二小段
8127,(0033)吉安段
8128,(0104)吉興段
8129,(0038)宜昌段
8130,(0042)宜安段
8131,(0043)宜寧段
8132,(0130)東昌段
8133,(0142)初音段
8134,(0035)南埔段
8135,(0126)南華段
8136,(0131)海濱段
8137,(0127)草芬段
8138,(0125)華興段
8139,(0039)慈安段
8140,(0102)慈勝段
8141,(0103)慈惠段
8142,(0077)福興段
8143,(0123)福吉段
8144,(0124)福南段
8145,(0485)福華段
8146,(0037)廣榮段
8147,(0129)廣賢段
8148,(0076)慶豐段
8149,(0078)稻香段
8150,(0105)稻園段
8151,(0094)三農段
8152,(0152)下月段
8153,(0175)下蕃薯寮段
8154,(0176)下芳寮段
8155,(0154)上月段
8156,(0449)大坪段
8157,(0452)大湖腳段
8158,(0147)山嶺段
8159,(0150)中坑段
8160,(0151)牛山段
8161,(0149)北坑段
8162,(0173)北坑頭段
8163,(0444)平和段
8164,(0090)光榮段
8165,(0091)共和段
8166,(0144)池南段
8167,(0155)米棧段
8168,(0445)吳全段
8169,(0434)志新段
8170,(0497)志平段
8171,(0446)忠孝段
8172,(0153)明月段
8173,(0087)東明段
8174,(0088)東升段
8175,(0443)東華段
8176,(0092)沼田段
8177,(0109)芳寮段
8178,(0107)南坑段
8179,(0093)政明段
8180,(0433)烏杙段
8181,(0156)草鼻段
8182,(0174)草竹坑段
8183,(0448)華東段
8184,(0172)賀田段
8185,(0451)溪口段
8186,(0455)溪南段
8187,(0456)溪頭段
8188,(0085)萬壽段
8189,(0086)萬壽段二小段
8190,(0089)萬壽段一小段
8191,(0096)萬壽段三小段
8192,(0462)萬豐段
8193,(0463)萬富段
8194,(0442)路內段
8195,(0461)農墾段
8196,(0141)壽月段
8197,(0438)壽農段
8198,(0465)壽山段
8199,(0447)榮光段
8200,(0453)精鐘段
8201,(0143)潭北段
8202,(0464)潭南段
8203,(0108)蕃薯寮段
8204,(0045)豐田段
8205,(0072)豐坪段
8206,(0439)豐山段
8207,(0440)豐裡段
8208,(0441)豐東段
8209,(0450)豐南段
8210,(0454)鯉魚潭段
8211,(0148)鹽寮段
8212,(0145)荖溪段
8213,(0249)大榮段
8214,(0207)山興段
8215,(0295)山崎段
8216,(0286)中心埔段
8217,(0292)中興段
8218,(0908)中原段
8219,(0247)水車段
8220,(0248)北林段
8221,(0907)兆豐段
8222,(0246)林榮段
8223,(0285)長橋段
8224,(0251)南平段
8225,(0284)森榮段
8226,(0228)榮開段
8227,(0229)榮昌段
8228,(0278)綜開段
8229,(0225)鳳仁段
8230,(0226)鳳光段
8231,(0227)鳳明段
8232,(0250)鳳信段
8233,(0252)鳳義段
8234,(0253)鳳凰段
8235,(0283)鳳榮段
8236,(0293)箭瑛段
8237,(0918)丁仔漏段
8238,(0273)八里灣段
8239,(0238)三富段
8240,(0217)大港口段
8241,(0235)石門段
8242,(0921)石梯坪段
8243,(0236)秀山段
8244,(0913)秀朗段
8245,(0232)東興段
8246,(0237)長虹段
8247,(0915)宮下段
8248,(0230)浴海段
8249,(0213)新社段
8250,(0231)新豐段
8251,(0218)靜浦段
8252,(0916)磯崎段
8253,(0214)臨海段
8254,(0212)豐濱段
8255,(0233)豐義段
8256,(0234)豐仁段
8257,(0789)下奇美段
8258,(0792)上奇美段
8259,(0387)大奇山段
8260,(0784)大肚華段
8261,(0716)加萊坑山段
8262,(0360)北岡段
8263,(0786)谷優段
8264,(0719)里牙津山段
8265,(0318)奇美段
8266,(0718)奇密山段
8267,(0751)青蓮段
8268,(0788)青山段
8269,(0361)南岡段
8270,(0787)屋拉力段
8271,(0367)烏漏段
8272,(0362)掃叭頂段
8273,(0785)梧繞段
8274,(0314)富興段
8275,(0794)猴子山段
8276,(0717)新瑞山段
8277,(0761)新舞鶴段
8278,(0704)源南段
8279,(0705)源北段
8280,(0750)溫泉段
8281,(0315)瑞穗段
8282,(0333)瑞燕段
8283,(0334)瑞美段
8284,(0335)瑞泉段
8285,(0336)瑞新段
8286,(0337)瑞良段
8287,(0338)瑞強段
