說明,文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,like,comment,share
,127628276929_10157223406261930,https://www.facebook.com/cwgroup/posts/10157223406261930,【35歲台裔議員參選波士頓市長：母親罹精神病，她邊扛家計邊讀哈佛】  台裔美籍市議員吳弭（Michelle Wu），宣布參選2021年的波士頓市長。  35歲的吳弭，成為波士頓13位市議員中第二位女性議員，也是當地首位亞裔美籍議員；並在2016年到2018年間，擔任市議會主席。  父母是來自台灣的移民，吳弭從小在芝加哥長大，「身為一個移民的女兒，我一直以來的目標就是找到一個穩定的工作，讓自己免於麻煩就好。我從沒想過要參政。」吳弭告訴CNBC Make It的記者。  #母親罹精神病後她開始關注公共政策 2003年，吳弭得到美國總統獎學金到哈佛讀經濟學；但當她大學畢業開始工作時，母親突然罹患精神疾病，她被迫成為家中支柱。  「從那時開始，我感受到政策的重要性，整個社會結構、系統、政府角色，對我們日常生活的影響。我的妹妹們是否能得到好的教育，媽媽的健康問題是否被照顧到，」吳弭說。  選舉將在2021年11月2日舉行，爭取第三次連任的現任市長華爾希（Marty Walsh），和吳弭的昔日戰友市議員坎伯（Andrea Campbell），都將是強勁對手。如果吳弭當選，她將成為波士頓首位女性、非白人市長。  #未來城市 #智慧城市 #公共事務 #吳弭 #國際城市 #城市治理 #市議員 #市長 #政治人物 #民主黨 #波士頓 #美國,Link,,,10/19/20, ,1610,17,57
,127628276929_10157223290521930,https://www.facebook.com/cwgroup/posts/10157223290521930,【教改挑戰清單－面對新課綱，家長要掌握哪些關鍵？】  面對108課綱資訊不對稱，坊間眾說紛紜，家長可以先對108課綱有完整的認識，在孩子升學路上與到困難時，便能協助孩子做出適合自己的決定。對108課綱你了解了多少？面對新課綱，家長又需要掌握哪些關鍵？　  下方內容帶您深入了解>>  👉閱讀完整文章：https://bit.ly/34aeC8f 👉深入了解108課綱：https://bit.ly/34zWfZE  #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Link,,,10/19/20, ,33,,10
,127628276929_10157222475906930,https://www.facebook.com/cwgroup/posts/10157222475906930,#閱讀  在自己有共鳴的地方劃線，那你劃的是「自我陶醉線」。  一流的人讀書，並不會這麼做！,Link,,,10/18/20, ,71,4,11
,127628276929_10157223235336930,https://www.facebook.com/cwgroup/posts/10157223235336930,【曾遭看衰只能做6個月，鄒開蓮卻在Yahoo一待20年】 　 自從2000年加入Yahoo以來，已經領導公司20年總經理鄒開蓮宣布將在今年12月31日卸任。  鄒開蓮加入Yahoo後，經歷Google、Facebook等新秀崛起，甚至Yahoo經營權轉移，每一項都是考驗。  回顧她的職涯，鄒開蓮坦言：「沒有想過要在一個職位做多久，只知道每天做好每天的事，一直往前走。」,Link,,,10/18/20, ,78,,5
,127628276929_10157223236716930,https://www.facebook.com/cwgroup/posts/10157223236716930,【為什麼每天半夜都會醒來？如何改善？】  你有睡眠障礙嗎？在床上左翻翻、右翻翻，好不容易睡著，到了兩、三點卻又醒過來。或是明明很晚睡，卻天還沒亮就睜開眼睛。  這種「中途覺醒」型睡眠障礙，原因通常有下列4種。,Link,,,10/18/20, ,85,2,32
,127628276929_10157223197836930,https://www.facebook.com/cwgroup/posts/10157223197836930,【我駐斐濟人員遭中國外交官毆打】  根據外媒報導，台灣駐斐濟代表處月初在當地舉行國慶酒會，卻遭中國大使館人員闖入，並爆發肢體衝突。外交部今天證實此事。  外交部次長曾厚仁稍早在立法院說明，會朝提告方向研議。,Link,,,10/18/20, ,201,32,9
,127628276929_10157216544761930,https://www.facebook.com/cwgroup/posts/10157216544761930,#廣編企劃【資深司機轉行外送員，送餐暖心故事】  一場全球性的疫情肆虐，打亂了產業經濟與生活、顛覆正常秩序以及景氣動態， 僅管一切失常，卻也讓我們看見社會各角落還有默默付出，展現人性的善良與光明。  #抗疫 #理財 #食物銀行 #星展銀行,Link,,,10/18/20, ,130,,10
,127628276929_10157223174956930,https://www.facebook.com/cwgroup/posts/10157223174956930,【世界冠軍咖啡館背後的空間推手】  從舊振南漢餅房的「文化沙龍」，到國外媒體評為全球50大咖啡第一的興波咖啡「森林無盡藏」等，這幾年台灣最熱門的餐飲空間，都由他設計。  以高雄為基地的吳透，如何與餐飲新星一起創造不輸料理的體驗空間？沒有設計學科訓練的他，如何說服業主實踐他的美學？  -- 🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Link,,,10/18/20, ,569,13,91
,127628276929_10157222896241930,https://www.facebook.com/cwgroup/posts/10157222896241930,【看漲比例最高，台南出現億萬豪宅】  儘管全球還在疫情中，今年台灣房市的確很熱，連斷層帶都出現億萬豪宅。但專家為何說「Uniqlo生意好，不代表LV客人回來」？現在是否是買房的時機？  👉免費訂閱《天下電子報》，每日關鍵新聞不漏接 >> https://bit.ly/3gezkXB,Link,,,10/18/20, ,81,3,5
,127628276929_10157222874611930,https://www.facebook.com/cwgroup/posts/10157222874611930,【缺乏這特質的人，在投資時可能會少賺500萬美元】  超級富豪「奧瑪哈先知」巴菲特有許多人生智慧可以分享，包括有一項許多人並非天生就有的罕見特質，對成功非常有幫助。  ▌升級《天下》LINE，自選頻道訂閱、打造你的專屬頭條 https://maac.io/1ffCR,Link,,,10/18/20, ,49,2,28
,127628276929_10157216956481930,https://www.facebook.com/cwgroup/posts/10157216956481930,【#Cheers雜誌20週年】我們想送給你２０個最棒的人生禮物！ 　 今年是《#Cheers雜誌》的第２０年，也是風波不斷的２０２０年。 　 我們的２０歲，希望能送給你這些禮物，照亮你的前路，一起走向下一個２０… 　 #快打開禮物吧↘️,Link,,,10/18/20, ,10,2,2
,127628276929_10157222402446930,https://www.facebook.com/cwgroup/posts/10157222402446930,#企業突圍【想當好主管？這項領導技能最重要】  最好的領導者並不一定是書讀最多、最聰明、最能幹的，但要當一個真正的好主管，最必備的是這個技能...  - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/18/20, ,208,7,85
,127628276929_10157222603351930,https://www.facebook.com/cwgroup/posts/10157222603351930,#天下財經週報 　 📌第三季台灣出口續享中美貿易戰與疫情紅利，但傳統產業還在努力恢復正成長。 　 📌在中國，出口、投資帶動下， 經濟將呈現V型反彈。國際貨幣基金預測，今年中國全年經濟成長1.9％。 　 📌在美國，許多專家警告，再不及時推出新紓困案，接下來的經濟復甦將有崩盤的風險。,Link,,,10/18/20, ,23,,
,127628276929_10157222471771930,https://www.facebook.com/cwgroup/posts/10157222471771930,神經科學家發現，運動會用一種很驚奇的方式，改變大腦。  《科學》期刊報告指出，運動會促使肝臟分泌一種罕見的蛋白質。當健康狀況不佳高齡者體內的這種蛋白質濃度增加，他們的腦力和記憶力都會回春。,Link,,,10/18/20, ,786,14,251
,127628276929_10157216843361930,https://www.facebook.com/cwgroup/posts/10157216843361930,【情緒勒索作家周慕姿：別人的情緒你不需負責】 面對家人與同事的情緒勒索，你可以這樣做👇 　 台灣教育讓我們害怕社會對自己的看法， 但事實上我們不需為別人的情緒負責... 　 面對人際關係中的情緒勒索 諮商心理師周慕姿建議: Step1: 承認傷痛，但不先評判自我 Step2: 尊重自己感受，練習開口 　 實際上該如何達成呢? 讓我們在影片中尋找答案... -- 🎬 訂閱天下雜誌youtube，看盡天下事： >>https://bit.ly/3hHQY6y 　 #天下雜誌video 周慕姿,Video,,,10/18/20, ,540,16,191
,127628276929_10157220715701930,https://www.facebook.com/cwgroup/posts/10157220715701930,【Melody：聰明的女人，要帶點世故和善良】  說到「世故」，小時候總認為斤斤計較、精於算計不是好事，可我卻漸漸懂得，善良成熟的世故，是一種大智慧。  世故不是要妳去算計別人、要妳去害別人，而是知道自己的能力在那裡、把握能夠掌握的東西。  年輕時我們可以不顧一切，因為當時我們什麼都沒有，就是時間最多；可是到了另一個階段，我們有許多考量，甚至會開始精算投資報酬率，  那並不是因為變得膽怯了，而是一種成熟女人的勇敢，正視自己不再有那樣的體力是一種勇敢，誠實面對自己當下的需求也是勇敢！,Link,,,10/18/20, ,312,7,60
,127628276929_10157220873921930,https://www.facebook.com/cwgroup/posts/10157220873921930,【年紀漸長，健康不是吃飽就好！台灣特色飲食法，同時抗失智、衰弱】  台灣歷次的營養健康調查都發現，高齡族群是過得最養生，最重視營養的一群。  許多長者總是挑健康的、養生的吃，身體卻持續變得虛弱，甚至肌少症、衰弱症上身。問題出在哪？,Link,,,10/18/20, ,75,,22
,127628276929_10157220872066930,https://www.facebook.com/cwgroup/posts/10157220872066930,【吃對這5種食物，50後肌膚依然美得發光】  好萊塢女星瑞絲薇絲朋和珍妮佛嘉納，都已經4、50歲，她們保養皮膚的方法，除了防曬、喝大量的水和運動之外，每天一定都要吃不同種類的生鮮蔬果。,Link,,,10/18/20, ,40,2,27
,127628276929_10157220706411930,https://www.facebook.com/cwgroup/posts/10157220706411930,【花9年考公務員？啃老族是被父母「肯」出來的！】  「反正現在家裡還過得去，不差我去工作賺錢；一旦拼上了，就一輩子有鐵飯碗。」  爸媽要他考公務員，他就乖乖不去工作，讀書與考試只是一個避風港，躲在裡面光明正大、理直氣壯，其實徹頭徹尾根本是「類失業」。  但全家沒有人要戳破這個謊言，原因只有一個......,Link,,,10/18/20, ,1121,115,194
,127628276929_10157221588356930,https://www.facebook.com/cwgroup/posts/10157221588356930,"#天下國際週報 　 除了擴建再教育營、摧毀清真寺，中國對於新疆的鎮壓已延伸到兒童，強迫維吾爾族小孩就讀寄宿學校，有系統地從小清除對於維吾爾文化的認同。 　　 根據德國學者鄭國恩（Adrian Zenz）於10月15日最新公布的研究報告顯示，2017～2019年間，在新疆就讀寄宿學校的學生從497,800人增加到將近880,500萬人。",Link,,,10/18/20, ,123,3,1
,127628276929_10157220865081930,https://www.facebook.com/cwgroup/posts/10157220865081930,【打胰島素會導致洗腎？破解4大迷思，及時治療才能有效控制血糖】  聽到施打胰島素針劑，總讓患者與家屬有諸多遲疑，究竟胰島素是什麼？為什麼我們需要它？請控糖專家來解說。,Link,,,10/18/20, ,19,,2
,127628276929_10157220858431930,https://www.facebook.com/cwgroup/posts/10157220858431930,【天下財經週報：對這些行業來說，貿易戰、疫情是紅利】  本週財經焦點聚焦在陸續發布的第三季經濟統計與企業財報。綜合分析主要經濟體的經濟成長、貿易、匯率，以及企業財報可以發現，下半年全球經濟開始步上緩慢復甦道路，但國家之間與不同行業間，呈現出差距極大的「雙軌復甦」現象。  📌在台灣，科技產業成了中美貿易戰與疫情最大受惠者，是台灣經濟復甦主力，但傳統產業還在努力恢復正成長。  📌美國的就業市場也呈現了網商、金融等行業大量新增員工與傳統實體服務業還在裁員的兩樣情。  📌國家之間，則是中國經濟成長的V型反彈，和歐美L型復甦的差別。疫情後，可能會出現兩個不同世界。,Link,,,10/18/20, ,65,,4
,127628276929_10157216812241930,https://www.facebook.com/cwgroup/posts/10157216812241930,【蔣勳：「珍重‧池上」】 ⠀ 全球疫情蔓延，警告貪婪的人類，警告對大自然規律的破壞，疫情是天譴，原來樸素乾淨的池上可以是最後的救贖。 ⠀ 🌻延伸閱讀【面對商機，池上人有所為、有所不為】https://bit.ly/3lOLzNs 🌻天下好書推薦《慢經濟：遇見池上．心風景》https://bit.ly/3dshdgI,Link,,,10/18/20, ,678,6,35
,127628276929_10157220788846930,https://www.facebook.com/cwgroup/posts/10157220788846930,【吹哨卻被公司霸凌　你會是下一個「康軒員工」嗎？】  教科書商康軒員工，因舉報創辦人李萬吉未依防疫指揮中心規定居家檢疫，身分曝光後遭公司霸凌。  雙方雖已和解，當事人已自願離職。做對的事，在台灣為何如此沉重？,Link,,,10/18/20, ,120,2,4
,127628276929_10157220773401930,https://www.facebook.com/cwgroup/posts/10157220773401930,【一年狠瘦20公斤　Dcard共同創辦人林裕欽的減肥管理學】  他花一年的時間從91公斤瘦到71公斤；他從夜貓子變成晨型人，大量閱讀管理書籍；他是《富比士》2020年度亞洲「30 Under 30」名人榜科技領域類別中，台灣唯一上榜者。  今年28歲的Dcard共同創辦人林裕欽，如何自我大改造，變身為成功領導人？,Link,,,10/18/20, ,83,1,18
,127628276929_10157216960556930,https://www.facebook.com/cwgroup/posts/10157216960556930,【如何在全英文環境學習中文？】#語言是家人間的連結​ ​ 一批移民後代都希望小時候能花更多時間學中文，無奈長大後，學習語言的精華期已過，只能帶著中文說不好的遺憾。​ ​ 一名美國移民理科爸爸另闢蹊徑，利用「中文生態系」把台灣帶進美國家裡。​ ​ 這名移民爸爸表示，學習中文不只是學習語言，更是與家人的連結，不會因為語言不通，而有了隔閡。​ ​ 📌同場加映：混血兒都是高顏值、多聲道的人生勝利組？談標籤背後的無奈 >> bit.ly/2SZJRMU​ ​ ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/18/20, ,97,1,13
,127628276929_10157216960096930,https://www.facebook.com/cwgroup/posts/10157216960096930,隔了好久，再次看到小廣出現在診間，陪著他的不是以往那個與他相依為命的阿嬤，而是他難得出現的媽媽。   「我媽死了，」少婦冷冷的說。「小廣現在在學校一直惹事，打架還偷錢，老師建議我們回來看診吃過動的藥。吃那個藥真的有效嗎？我是很懷疑啦。人家都說吃藥不好。我之前也因為這樣跟我媽吵過架，她老伙仔人什麼都不懂......」   一直安靜在旁邊聽著的小廣，突然暴怒起來，大吼：,Link,,,10/18/20, ,1938,42,130
,127628276929_10157216099041930,https://www.facebook.com/cwgroup/posts/10157216099041930,全球數一數二閱讀器，出自一家不折不扣的台灣本土公司！從台南吃到美、歐用戶。  你手機裡面，應該也有它！,Link,,,10/18/20, ,27,,1
,127628276929_10157220766651930,https://www.facebook.com/cwgroup/posts/10157220766651930,【總是忍不住想買的衝動？網購不失控的3個小訣竅】  越來越多人會選擇在網路上購物，常常一個不小心，就買太多或買了自己根本用不到的東西，要怎麼抑制想網購的衝動，三個小訣竅分享給你。,Link,,,10/18/20, ,22,,4
,127628276929_10157220759096930,https://www.facebook.com/cwgroup/posts/10157220759096930,【怎麼讓下屬服你？ 領導人的三頂帽子】  好的領導者必須在三個角色之間切換，過度仰賴單一角色，可能孕育唯唯諾諾、因恐懼而工作的團隊，或是自己就成為團隊的瓶頸。,Link,,,10/18/20, ,47,2,23
,127628276929_10157216824886930,https://www.facebook.com/cwgroup/posts/10157216824886930,【素養教育－是什麼樣的學習態度與歷程造就了今天的他？】  擁有35萬訂閱的Youtuber張志祺，出身博士輩出的書香世家，不照一般好學生的路走，成績常吊車尾，但在班級活動中卻相當出色，對於探尋全新的可能性始終保持開放的態度，如今給社會帶來更多正向的影響。  什麼樣的學習態度與歷程造就了今天的他？素養教育是否能為孩子帶來更多選擇？看文章深入了解>>  👉閱讀完整文章：https://bit.ly/3dtBgvr 👉深入了解108課綱素養教育：https://bit.ly/34zWfZE #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Photo,,,10/18/20, ,32,2,
,127628276929_10157216555141930,https://www.facebook.com/cwgroup/posts/10157216555141930,這裡有人也是 #楊定一 博士的粉絲嗎？ 🙋 🙋‍♂️ 楊定一《全部生命系列》的新書 #轉捩點 上市了！ 　 【2020年，我們都承受了不少負面消息】  繼《#唯識：新的意識科學》和《#必要的創傷》之後，楊定一透過《轉捩點》陪伴讀者從文化、文明、價值、歷史、科學、生命等，全面檢視個人的認知。 　 而如果一切都和你既有的認知顛倒，該如何面對？又要何去何從？ 　 「在人間，早晚會有一個時點，人類會突然得到一種天翻地覆的轉變。你會發現，過去所知道、所體會的全部都是顛倒。這種認知上的轉變，會為你帶來一個瞬間的同步或諧振，而讓你突然明白，過去以為的顛倒，其實才是理所當然。」── 楊定一 　 在此刻，但願我們每一位都能掌握這個轉捩點。 　 楊定一新書限時展，任選兩本75折，全套組再贈行李箱🧳 →https://bit.ly/3k5xoTS  #2020必讀 #吸引力法則 #身心療癒 #靈性成長,Photo,,,10/17/20, ,58,3,3
,127628276929_10157218737621930,https://www.facebook.com/cwgroup/posts/10157218737621930,【後座力最強國片！《無聲》揭露啟聰學校裡的殘忍真相】  金馬獎強勢入圍8項的懸疑電影《無聲》，取材自台南啟聰學校性侵醜聞。  被譽為台版《熔爐》，它直視現實殘酷，也溫柔提醒我們除了憤怒難過，還能多做些什麼。,Link,,,10/17/20, ,185,8,11
,127628276929_10157216835001930,https://www.facebook.com/cwgroup/posts/10157216835001930,【快時尚風靡全球 6萬噸的舊衣該何去何從】 　 在台灣每分鐘就有9.9件衣服被丟棄， 光是一年就可以產生6萬噸的舊衣服， 相當於400萬台小客車的重量。 　 #你有想過那麼多的舊衣服去了哪裡嗎？ 　 當東非、東南亞等國家開始拒收舊衣， 一場垃圾大戰正悄悄侵占你的生活... 　 #大家都怎麼將舊衣回收再利用的呢?👉 --- 訂閱天下雜誌youtube，看盡天下事： https://bit.ly/30EMsQF 　 #天下雜誌video,Video,,,10/17/20, ,143,7,27
,127628276929_10157218734906930,https://www.facebook.com/cwgroup/posts/10157218734906930,【一張圖看懂　半導體產業會繼續熱下去嗎？】  上游半導體設備出貨持續向上，反映半導體產業景氣熱絡。,Link,,,10/17/20, ,31,,6
,127628276929_10157216923556930,https://www.facebook.com/cwgroup/posts/10157216923556930,越洋專訪｜一張圖看懂全球疫情怎麼傳！旅美24年台灣AI科學家提醒：歐美病毒恐愈傳愈有攻擊力  【歐美疫情會加劇？】#科技防疫：越洋專訪旅美台灣AI科學家  2020年，3月9日深夜11點多，一個匯聚台美智慧醫療專家的LINE群組，有人上傳了一張圖像 —— 點點綠紅色星火從右下角核心向四周迸裂，拉出一道道白光，美得像跨年煙火，又像滿天星斗移動軌跡。  「這是3/5 為止，全球約250株已經定序病毒的基因演化樹，」說話的是圖策智能（Graphen）執行長 #林清詠。  「誰傳誰、經過哪些變異，很清楚，」林清詠說，如此一來，就不一定要從接觸史與旅遊史推測感染源；即便是找不出源頭的社區感染，也能看出感染途徑。  這張圖一發表，隨即引起福斯、NBC、ABC、彭博等美國主流電視媒體關注；隔天、紐約時間早上九點半，林清詠在第五大道的辦公室，接受「未來城市＠天下」越洋專訪。  -  在人工智慧界，沒有人不知道林清詠——他在IBM任職近17年，曾是首席科學家暨超級電腦部門華生（Watson）網路與人工智能創辦人，也是哥倫比亞大學兼任教授，還曾登上美國《商業周刊》（BusinessWeek）封面。  攤開這張美麗卻又錯綜複雜的圖，可看出兩株感染力超強的病毒組— 林清詠卻提醒，歐美疫情接連爆炸開展，歐美病毒恐怕愈傳愈有攻擊力？  -  #未來城市 #智慧城市 #智慧生活 #AI #Graphen #人工智慧 #基因 #歐洲 #美國 #華生 #超級電腦 #智慧醫療,Link,,,10/17/20, ,255,6,36
,127628276929_10157216793361930,https://www.facebook.com/cwgroup/posts/10157216793361930,#Off學【4個部位的絞肉做同一道菜餚，吃得出差異嗎？】  美豬開放議題吵得沸沸揚揚，許多人擔心參雜瘦肉精的「絞肉」，然而醃漬過的絞肉真的嘗不出差異嗎？  美食專欄作家徐仲以「蛋黃肉」作為範例。同樣的食譜，分別以五花肉、臀肉、胛心肉、霜降肉等4個不同部位進行料理，結果如何？  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/17/20, ,13,9,2
,127628276929_10157218746301930,https://www.facebook.com/cwgroup/posts/10157218746301930,【前瞻計劃背後這個難解的問題，恐成為地方政府的大錢坑】  前瞻基礎建設計劃第三期，將進入立院審查。地方政府爭取建設的同時，也得自籌配合款。  截至去年底核定的項目中，地方自籌款總額已到4000億，對部份縣市造成財政負擔，甚或排擠其他預算。這筆配合款，會不會成為地方的錢坑？,Link,,,10/17/20, ,26,7,1
,127628276929_10157218743116930,https://www.facebook.com/cwgroup/posts/10157218743116930,【「正能量」建築當道　巨大新總部、台科大宿舍如何終結熱島效應？】  從全球到台灣，從企業總部到學生宿舍，新一代建築師愈來愈重視建築因應熱島與氣候變遷。  但光是綠建築遠遠不夠，循環建築與「正能量」漸漸成為顯學，建築師如何跟上世界腳步，調整設計思維？,Link,,,10/17/20, ,202,6,14
,127628276929_10157216923021930,https://www.facebook.com/cwgroup/posts/10157216923021930,【假日必讀－別因得過且過，錯失改造世界的機會】  人生或事業變幻無常，也無法保證能有一定的結果，世界上也充滿各種擾亂情緒的噪音，無法專注。 試著在每日的時光中，為自己留一段me time，安靜閱讀，遠離紛擾，在閱讀中累積滿滿正能量！  閱讀完整文章：https://bit.ly/344xfu8 精選文章，幫助你找到勇氣獲得底氣！>>https://bit.ly/353b1bp,Photo,,,10/17/20, ,64,7,8
,127628276929_10157216955866930,https://www.facebook.com/cwgroup/posts/10157216955866930,【#Cheers ２０週年重磅名人：#葉丙成】 　 葉丙成並不諱言，他的確沒有遭遇太多挫敗，然而心中的一股「遺憾」，卻是令他努力顛覆傳統教學的第一推動力。 　 他的遺憾，是青春年少時只在乎成績，扼殺了好奇心與純粹冒險的樂趣... 　 🎇《Cheers》雜誌20週年！20個重磅名人，有話對你說 >>>https://cheerssocial.pse.is/wpuuz,Link,,,10/17/20, ,39,3,6
,127628276929_10157214427511930,https://www.facebook.com/cwgroup/posts/10157214427511930,【減肥好苦！這5種食物讓你事半功倍】  不要再相信不吃醣類食物，也完全不吃油脂，就會瘦的錯誤迷思！營養健康管理師分享，減肥「加油」會更容易成功！,Link,,,10/17/20, ,19,,4
,127628276929_10157218731776930,https://www.facebook.com/cwgroup/posts/10157218731776930,【蔣勳：「池上是我的老師」】  「我們總把經濟跟效率放在一起，但或許所有的快跟急，恰好是品質的反向，」美學大師蔣勳今年3月從倫敦「逃」回台灣，回憶一路轉折。  他認為，新冠肺炎也許是對世界節奏的警醒，懂得慢下來，才能擁有生活的真實滋味。,Link,,,10/17/20, ,406,4,20
,127628276929_10157219832766930,https://www.facebook.com/cwgroup/posts/10157219832766930,【稻盛和夫：利他行善有強大力量】  在日本經營之聖稻盛和夫眼中，人生就是磨練靈魂、心靈的道場。因為心懷善念，行善助人，命運就朝向好的方向轉變。經過磨練的美麗心靈，描繪的願望也可以帶來精采的人生.....,Link,,,10/17/20, ,142,2,39
,127628276929_10157216820226930,https://www.facebook.com/cwgroup/posts/10157216820226930,【簡珮如：到排練室拜拜，舞蹈是我一輩子的信仰】 當所有人告誡你，生完孩子後你可能無法再站上最愛的舞台，妳會選擇怎麼做? 　 生孩子對女舞者而言 傷腰椎、傷筋骨， 很多人都放棄了這個人生體驗。 而簡珮如卻在生下女兒後的第四週就重拾舞蹈... 　 靠著理性與執著她成為繼許芳宜之後 第二位來自台灣的瑪莎葛蘭姆舞團首席， 甚至被紐約舞評家譽為「瑪莎葛蘭姆的化身」。 　 她是如何在異地闖出屬於自己的一片天的? 讓我們一起來看看她的故事👉 --- 訂閱天下雜誌youtube，看盡天下事： https://bit.ly/30EMsQF 　 ＃天下雜誌video 季綾 PeiJu Chien-Pott Martha Graham Dance,Video,,,10/17/20, ,252,4,31
,127628276929_10157216142236930,https://www.facebook.com/cwgroup/posts/10157216142236930,【稻盛和夫人生哲學：你愈往好處想像，人生就愈開闊】  到底要怎麼做，才能把人生活得更美好，得到幸福的果實呢？稻盛和夫用以下這則方程式來表現：「人生、工作（事業）的結果＝思考方式 x 工作熱誠 x 能力」。換句話說，擁有「正向思考」相當重要。  所謂心想事成，是指在心中描繪的同時，因為強烈的思念導致所描繪的內容實現，成為現象。也就是說，「你愈往好處想像，人生就愈開闊；愈往壞處思考，人生就愈滯礙難行」。,Link,,,10/17/20, ,508,6,193
,127628276929_10157216556736930,https://www.facebook.com/cwgroup/posts/10157216556736930,【半年內驟失雙親與丈夫，她如何不讓人生留下遺憾？】  直到老天連續帶走她的3位摯愛後，蔣雅淇這才停下腳步並且發現，「凡人能玩的把戲和能想到的規劃，真的好小。生命自有創意，它遠超出你的所求所想。」她終於理解，人生更重要的是過好當下生活。,Link,,,10/17/20, ,5244,106,494
,127628276929_10157216139776930,https://www.facebook.com/cwgroup/posts/10157216139776930,【練習不生氣，放棄人生無謂的堅持】  喜悅就像「存款」，憤怒就像「借貸」。 處理情緒的方式不同，你的工作方式、和他人相處的方式，甚至生活方式也都會不一樣。  你要選擇受負面情緒拖累的人生，還是整理情緒後，迎接幸福的人生？,Link,,,10/17/20, ,515,3,107
,127628276929_10157216893126930,https://www.facebook.com/cwgroup/posts/10157216893126930,【「不賣」策略對某一個消費族群特別有效】  百貨公司架上，多數美妝品都採用吸睛的亮麗包裝，但The Ordinary看起來卻像是要放在瑞士某座山上、由專業藥師經營的診所裡。這是什麼樣的行銷策略呢？,Link,,,10/17/20, ,9,,1
,127628276929_10157216565991930,https://www.facebook.com/cwgroup/posts/10157216565991930,【為什麼最愛的人，什麼事都不告訴我？】  過度依賴的愛情，由焦慮型依附和「我一個人不行」的劇本驅動，結果就是令人窒息的愛情模式：充滿控制及緊張感，哪怕是最相愛的人，最終都會疏遠。伴侶間該如何調適找到平衡點？  👉下載天下雜誌App，上百支音頻節目隨你聽 >> https://bit.ly/2Q7USu2,Link,,,10/17/20, ,46,2,10
,127628276929_10157216546156930,https://www.facebook.com/cwgroup/posts/10157216546156930,【測測看，你的更年期症候群嚴重嗎？】  愈來愈多的高學歷、高成就女性，在工作與家庭壓力下，不到40歲就提早進入更年期。如何在更年期的衝擊下，向一個更優雅的人生？  🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Link,,,10/17/20, ,97,,35
,127628276929_10157216811936930,https://www.facebook.com/cwgroup/posts/10157216811936930,【爆紅的敘事如何影響經濟？品牌設計、媒體都是故事的一環】 ⠀ 故事與引發流行的事件密切相關，但有時是由行銷者策劃創造的。這種策劃創造對我們來說可能近乎隱形，因為它頻繁到我們習以為常，此外也因為我們很難想像設計這些行銷活動涉及的所有考量和研究。 ⠀ 📣延伸閱讀【為什麼巴菲特看壞的比特幣會爆紅？】https://bit.ly/33AcyGv 🌻天下好書推薦《故事經濟學：比數字更有感染力，驅動和改寫經濟事件的耳語、瘋傳、腦補、恐懼》https://bit.ly/3i1kTHb,Link,,,10/17/20, ,9,2,5
,127628276929_10157216917491930,https://www.facebook.com/cwgroup/posts/10157216917491930,#Off學【三部電影，獻給曾深愛過一個人的你】  人的一生中不斷追尋各種形式的親密關係，進入而後離開，只為活得更接近自己慾望的感情，世人予愛情一個名字一種樣貌，它能是種依戀、牽絆、承擔或是剎那間的激情迸發。  不在乎明天般，耗盡青春最好的時光去愛......  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/17/20, ,92,1,24
,127628276929_10157218898311930,https://www.facebook.com/cwgroup/posts/10157218898311930,【一步步丟失矜持，帶小孩時說不出口的苦衷】  不管我多努力教，我的兩隻幼童仍然很容易失控，一開心就亂跑、不開心就尖叫⋯⋯  在成為大媽後，我的心境上有很大的轉變，就是我真的比較體諒別人了。因為我老覺得，別人可能有苦衷，因為我就是如此。,Link,,,10/17/20, ,120,1,7
,127628276929_10157216959066930,https://www.facebook.com/cwgroup/posts/10157216959066930,【台日職場環境 4 大差異】#鬼島都是比較出來的​ ​ 日本人上班不能騎車、開車？更不能用 LINE！？​ ​ 在日本出生長大的 Leo，4 年前來台灣創業，和律師制定就業規則時，發現台灣員工比日本更受到法律保護，因此相當震驚。​ ​ 他在文中列出 4 點台灣讓他覺得不可思議，但我們認為再正常不過的事物，其實你的工作環境，或許並沒有想像中的糟糕。​ ​ ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/17/20, ,239,50,26
