文章編號,永久連結,貼文訊息,類型,國家／地區,語言,已發佈,廣告受眾目標設定,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Matched Audience Targeting Consumers on Post,Lifetime Matched Audience Targeting Consumptions on Post,Lifetime Negative Feedback from Users,Lifetime Negative Feedback,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%,Lifetime Paid views to 95%,Lifetime Paid views to 95%,Lifetime Organic Video Views,Lifetime Organic Video Views,Lifetime Paid Video Views,Lifetime Paid Video Views,Lifetime Average time video viewed,Lifetime Video length
,,,,,,,,"Lifetime: The number of people who had your Page's post enter their screen. Posts include statuses, photos, links, videos and more. (Unique Users)",Lifetime: The number of people who had your Page's post enter their screen through unpaid distribution. (Unique Users),Lifetime: The number of people who had your Page's post enter their screen through paid distribution such as an ad. (Unique Users),"Lifetime: The number of times your Page's post entered a person's screen. Posts include statuses, photos, links, videos and more. (Total Count)",Lifetime: The number of times your Page's posts entered a person's screen through unpaid distribution. (Total Count),Lifetime: The number of times your Page's post entered a person's screen through paid distribution such as an ad. (Total Count),"Lifetime: The number of unique people who engaged in certain ways with your Page post, for example by commenting on, liking, sharing, or clicking upon particular elements of the post. (Unique Users)",Lifetime: The number of people who matched the audience targeting that clicked anywhere in your post on News Feed. (Unique Users),Lifetime: The number of clicks anywhere in your post on News Feed from the user that matched the audience targeting on it. (Total Count),Lifetime: The number of people who have given negative feedback to your post. (Unique Users),Lifetime: The number of times people have given negative feedback to your post. (Total Count),Lifetime: The number of impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who saw your Page post because they've liked your Page (Unique Users),Lifetime: The number of paid impressions of your Page post to people who have liked your Page. (Total Count),Lifetime: The number of people who like your Page and who saw your Page post in an ad or sponsored story. (Unique Users),Lifetime: The number of people who have liked your Page and clicked anywhere in your posts. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed to 95% of its length after paid promotion. (Total Count),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Unique Users),Lifetime: Number of times your video was viewed for more than 3 seconds without any paid promotion. (Total Count),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Unique Users),Lifetime: Number of times your video was viewed more than 3 seconds after paid promotion. (Total Count),Lifetime: Average time video viewed (Total Count),Lifetime: Length of a video post (Total Count)
127628276929_10157212620586930,https://www.facebook.com/cwgroup/posts/10157212620586930,【睡眠不足對大腦影響有多大？】  我們都知道睡眠不足對大腦和身體有害，但究竟是為什麼？加州大學柏克萊分校神經科學與心理學教授沃克（Matthew Walker）告訴你。  -- 📣【訂閱頻道看更多】  升級《天下》LINE 免費訂閱頻道，掌握健康醫療知識零時差 https://maac.io/1ffCR,Link,,,10/13/20, ,30166,30166,0,32228,32228,0,1284,1138,1279,3,3,30233,27874,0,0,1124,0,0,0,0,0,0,0,0,0,0
127628276929_10157212618811930,https://www.facebook.com/cwgroup/posts/10157212618811930,【房子公設比居高不下真實原因曝光】  為什麼現在房子公設比都要做到33%、34%？一樓大廳愈大，圖書館、ktv、三溫暖、交誼廳等休閒設施做得愈多，公設比就愈高。  想解決虛坪問題，專家建議可以怎麼做？,Link,,,10/13/20, ,6778,6778,0,7615,7615,0,303,290,297,1,1,7072,6270,0,0,288,0,0,0,0,0,0,0,0,0,0
127628276929_10157208405811930,https://www.facebook.com/cwgroup/posts/10157208405811930,#廣編企劃【面對經營挑戰，要如何加快傳承步伐？】   當前全球經濟情勢嚴峻、企業運營挑戰重重，誰來陪伴台灣中小企業掌握永續經營的關鍵、做好傳承布局，讓有形的財富與無形的價值都能傳遞？  台灣中小企業超過143萬家，占全台企業家數97.7％，但其中有逾六成沒有傳承規劃，這不僅是對單一台灣企業的經營帶來莫大風險，其實也牽動台灣經濟的永續發展。   #玉山銀行 #中小企業 #企業傳承 #金融銀行 #企業公民,Link,,,10/13/20, ,7869,7869,0,8752,8752,0,48,33,35,1,1,8171,7302,0,0,45,0,0,0,0,0,0,0,0,0,0
127628276929_10157212382826930,https://www.facebook.com/cwgroup/posts/10157212382826930,【疫後的教育、生活、經濟模式，已回不去了...】  新冠肺炎突顯了哪些人類永續生存發展的課題？聯合國開發計劃署報告，發展中國家的收入損失預計超過2200億美元，而全球預計有55%的人無法獲得社會保障。  疫情重塑未來世界，大學可以扮演什麼樣的關鍵角色？  🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Link,,,10/13/20, ,18334,18334,0,20471,20471,0,337,263,296,2,2,19161,17251,0,0,313,0,0,0,0,0,0,0,0,0,0
127628276929_10157212500046930,https://www.facebook.com/cwgroup/posts/10157212500046930,【行政官員被迫做違法的事，立委施壓三部曲】  長達8年，經濟部深受多位立委連番施壓，以商業司首當其衝。9月底台北地檢署依違反「貪汙治罪條例」起訴4位立委索賄案，如今真相大白，曾被這批立委施壓的當事人，傳訊給記者，「真是大快人心。」  前經濟部政務官接受《天下》獨家專訪，揭露立委集體收賄、施壓SOGO案的過程。,Link,,,10/13/20, ,14403,14403,0,16498,16498,0,508,425,468,1,1,14243,12416,0,0,440,0,0,0,0,0,0,0,0,0,0
127628276929_10157210828591930,https://www.facebook.com/cwgroup/posts/10157210828591930,【年度１０大暢銷書任選方案，優惠開跑！】  讓天下做您的策略軍師，同時為您打造優質的心靈與生活，成就更好的自己！ 現在訂閱，雜誌與暢銷書籍一次擁有！  優惠價現在只要990！>>https://bit.ly/3iQEbPP,Photo,,,10/13/20, ,7800,7800,0,8789,8789,0,54,46,47,1,1,8195,7232,0,0,52,0,0,0,0,0,0,0,0,0,0
127628276929_10157212339756930,https://www.facebook.com/cwgroup/posts/10157212339756930,【iPhone 12 四種機型差別在哪？關鍵在這些細節】  果粉們引頸期盼的iPhone 12 在今天凌晨發表了，是iPhone史上首支支援5G的機型。這次共推出四款，大小、顏色、容量各不相同，該如何下手呢？  👉下載天下雜誌App，上百支音頻節目隨你聽 >> https://bit.ly/2Q7USu2,Link,,,10/13/20, ,19140,19140,0,21284,21284,0,806,775,842,1,1,19743,17716,0,0,754,0,0,0,0,0,0,0,0,0,0
127628276929_10157208841546930,https://www.facebook.com/cwgroup/posts/10157208841546930,【婚姻裂痕的殺手　這些地雷別碰】  你是否曾經與另一半談錢談到傷和氣，導致感情產生裂痕？據調查指出，有3成受訪者因為錢跟親密伴侶吵過架，當愛情碰上麵包，究竟會在親密關係中埋下哪些地雷？,Link,,,10/13/20, ,22287,22287,0,24943,24943,0,702,662,719,2,2,23517,20816,0,0,642,0,0,0,0,0,0,0,0,0,0
127628276929_10157211042551930,https://www.facebook.com/cwgroup/posts/10157211042551930,#企業突圍【如何打造最頂尖的團隊？江振誠的領導學】 　 我期許團隊裡的每個人都能成為專家。當新人加入團隊，他必須找出一項能勝過團隊所有人的工作，任何事都可以，這才是他在團隊存在的意義。 　 不少人都會好奇，我領導的團隊成員都有本事自立門戶，為何還甘心留在團隊？答案其實很簡單…  - 🔥訂閱「#企業突圍電子報」，立即掌握最新產業趨勢、經營管理心法 >> https://bit.ly/2LnMp3F,Link,,,10/13/20, ,150824,150824,0,164430,164430,0,11374,8279,9830,4,4,79668,71520,0,0,2888,0,0,0,0,0,0,0,0,0,0
127628276929_10157211942016930,https://www.facebook.com/cwgroup/posts/10157211942016930,#今日熱文【讓台灣人人有口罩的國家隊救星　為何成了高雄的不定時炸彈？】 　 9月，虛驚一場的乙烯洩漏烏龍，讓高雄氣爆陰影再度浮現。要求兌現大社石化工業區降編承諾、石化管線撤出高雄市區的呼聲再度響起。 　 事實上，政府承諾的期限已到期了，為何遷不走？這個曾引領台灣經濟的老工業區，如今為何充斥雞蛋水餃股？ 　 【加入《天下》Telegram ，每日早晨直送國內外重要新聞】 點擊連結👉 http://t.me/cwmagazine,Link,,,10/13/20, ,19746,19746,0,22077,22077,0,600,530,605,7,7,20012,17664,0,0,543,0,0,0,0,0,0,0,0,0,0
127628276929_10157212019266930,https://www.facebook.com/cwgroup/posts/10157212019266930,iPhone 12 搭載了5G聯網能力。你還是對5G一知半解嗎？,Link,,,10/13/20, ,12233,12233,0,14202,14202,0,335,327,351,2,2,13410,11556,0,0,316,0,0,0,0,0,0,0,0,0,0
127628276929_10157211969716930,https://www.facebook.com/cwgroup/posts/10157211969716930,#天下晨間新聞　 #iPhone12  iPhone 12終於亮相，台灣只能拿到閹割版？  等到了5G iPhone，地表上大部分消費者得到的訊息是，「真的很快！再等等你們就可以體驗」。,Link,,,10/13/20, ,180293,180293,0,189309,189309,0,26952,26685,31375,17,19,70502,62938,0,0,5326,0,0,0,0,0,0,0,0,0,0
127628276929_10157210796006930,https://www.facebook.com/cwgroup/posts/10157210796006930,◤億萬富翁寧坐經濟艙 也要捐錢給文化◢ Ｑ：商人都只做會獲利的投資嗎？ 　 ＃我們不能只有主機版還要把文化傳承下去 ——最文化的科技人  童子賢 　 他是華碩創辦人、和碩科技董事長； 他也支持雲­門並曾是誠品最大個人股東， 喜愛閱讀的他 可以說是最文化的科技人， 因為在他心中其實一直有個文化夢... -- ✔訂閱天下雜誌youtube，看盡天下事： https://bit.ly/30EMsQF 　 ＃天下雜誌video,Video,,,10/13/20, ,73372,73372,0,82606,82606,0,1516,1290,1619,13,13,72946,65978,0,0,1247,838,857,0,0,17252,18728,0,0,9836,308969
127628276929_10157210149761930,https://www.facebook.com/cwgroup/posts/10157210149761930,為什麼會夢見情人出軌呢？  這樣的夢，究竟是預言？還是你根本在等對方犯錯？,Link,,,10/13/20, ,25977,25977,0,30260,30260,0,1318,1303,1468,8,8,28668,24678,0,0,1247,0,0,0,0,0,0,0,0,0,0
127628276929_10157210910796930,https://www.facebook.com/cwgroup/posts/10157210910796930,#夜間輕讀【101當然很有趣，但台灣真正的美在台北之外】  如果要介紹台灣，你會怎麼說？「台灣是亞洲的戶外探險之都！」美國七年級生來恩與關德賢的答案，是許多台灣人從沒想過的定位。  「台灣雖然小，但是有好豐富的景色可以推廣，從海洋、溯溪、瀑布、到登山都是，」來台4年多、已經登過18座百岳的來恩笑著說。  「這是一個『被卡住』的很好地方，我們很愛台灣，這是我們回饋給台灣的方式。」他們如何把自己的體驗變成一門生意，帶領客人探索台灣的自然之美？,Link,,,10/13/20, ,233779,233779,0,252862,252862,0,17597,13878,15992,14,14,80292,71580,0,0,2474,0,0,0,0,0,0,0,0,0,0
127628276929_10157210811586930,https://www.facebook.com/cwgroup/posts/10157210811586930,【不要成為行屍走肉的大人，多年後才懊悔年輕時沉溺安逸】  別讓你的嚮往，只活在夢想；別讓它的恐懼，阻止你前進；既然有了知覺，就別讓自己白活，別讓自己心死了，才開始找藥醫。,Link,,,10/13/20, ,49206,49206,0,54704,54704,0,2046,1646,1867,5,5,51503,46274,0,0,1794,0,0,0,0,0,0,0,0,0,0
127628276929_10157210141636930,https://www.facebook.com/cwgroup/posts/10157210141636930,【蕭敬騰：缺陷成就我的動力】 　 蕭敬騰聽不懂成語、有閱讀障礙，但他把缺陷當成上帝給予的天份。 　 「閱讀障礙的確對我的生活造成困擾，但無形中也等於逼著我學習，如何在不使用文字的情況下認識世界、與別人交往、傳遞我心中最真實的感情。」,Link,,,10/13/20, ,32137,32137,0,35235,35235,0,1029,640,692,6,6,32879,29932,0,0,867,0,0,0,0,0,0,0,0,0,0
127628276929_10157211001671930,https://www.facebook.com/cwgroup/posts/10157211001671930,#國際視窗【千呼萬喚　iPhone 12終於要開獎了】 　 小尺寸、新顏色、還比 iPhone 11更便宜？蘋果將在台灣時間14日凌晨1點舉辦發表會，iPhone 12有什麼值得期待的？ 8大傳聞整理好一次看！  - 📣加入《天下》Telegram ，每日為您精選國際要聞 >> http://t.me/cwmagazine,Link,,,10/13/20, ,20032,20032,0,22257,22257,0,728,686,769,5,6,20493,18496,0,0,668,0,0,0,0,0,0,0,0,0,0
127628276929_10157210835626930,https://www.facebook.com/cwgroup/posts/10157210835626930,#Off學【台灣有沒有精緻料理？當然有，而且很講究！】  「台灣料理」以閩菜為骨幹───善烹煮山珍海味、多湯菜、重刀工，烹飪手法有溜、蒸、炒、炸、燉、燜、煨。還融合了如掛爐燒鴨等京菜或川菜、粵菜精髓。  要一探精緻「台灣料理」的鼎盛時空，得回到百年前，那是1920年代、日治中期的大稻埕；而樸實的「清粥小菜」，則和50、60年代台灣經濟起飛的應酬文化有關。  你不知道的台菜編年史，為你解密！  --------------------------------------------- 【給最懂生活的你，歡迎訂閱 Off學電子報】 https://bit.ly/2X9AYSK,Link,,,10/13/20, ,22613,22613,0,25086,25086,0,445,373,401,3,3,22004,19481,0,0,331,0,0,0,0,0,0,0,0,0,0
127628276929_10157210987816930,https://www.facebook.com/cwgroup/posts/10157210987816930,【夢到忘記準備考試？你也會做過類似的噩夢嗎？】  台灣升學壓力大，甚至有人連活到70歲，都還在作考試的噩夢！但根據美國最新研究發現，考試卻是讀書的好方法？怎樣讀書最有效率呢？  - 🔥更多精彩內容，請看《台灣起跑　亞洲新熱點》https://bit.ly/33yzpCl,Link,,,10/13/20, ,26284,26284,0,28483,28483,0,613,555,635,2,2,26595,24452,0,0,555,0,0,0,0,0,0,0,0,0,0
127628276929_10157210778841930,https://www.facebook.com/cwgroup/posts/10157210778841930,◤前外銀董事長管國霖：情感，撐不住長照負擔◢ ＃父母養我小_我養父母老－管國霖 　 為了照顧年邁的父親 前花旗銀行董座管國霖在50歲那年選擇退休， 他發現 #有錢都找不到一張給父親的病床... 　 當台灣不斷向高齡化社會邁進 而照護人員的流失率卻不斷增加， 長照資源已經變成重要的議題。 　 管國霖就以自身經歷談到台灣的長照現況... -- ✔訂閱天下雜誌youtube，看盡天下事： https://bit.ly/30EMsQF  　 衛生福利部  愛長照 ＃天下雜誌video,Video,,,10/13/20, ,109130,109130,0,118765,118765,0,3504,2937,3752,11,11,102336,93650,0,0,2815,1819,1819,0,0,35439,36674,0,0,11976,240064
127628276929_10157210971111930,https://www.facebook.com/cwgroup/posts/10157210971111930,🎉🎉【再傳好消息！ 《天下》獲頒 #2020台達能源與氣候特別獎】 　 近年氣候越變越怪，暖冬增加、高溫不斷飆破紀錄，全世界農產品大亂並且減量，首當其衝的就是農民的生計。 　 《天下》記者在酷熱下，跑遍荔枝、龍眼、烏魚子…等產地，爬梳受衝擊的八大農漁產品，找出面對氣候戰爭的應變之道，順利獲得評審青睞。 　 未來，台灣真的再也種不出荔枝、龍眼？  - 📣升級《天下》LINE，立享3日網站免費暢讀，再送$100折價券 https://maac.io/1ffB2,Link,,,10/13/20, ,28800,28800,0,30624,30624,0,616,508,529,1,1,27963,26012,0,0,559,0,0,0,0,0,0,0,0,0,0
127628276929_10157210982431930,https://www.facebook.com/cwgroup/posts/10157210982431930,【中央灑錢裝冷氣　立意良善但為何恐失敗？】 　 行政院長蘇貞昌在國會宣示，國中小「班班有冷氣」政策，要提前到2022年2月完成，比原先預訂時程，足足早了1年半。 　 這跟2022的縣市長選舉有關嗎？為何這項立意良善的政策，連民進黨自身立委也直言…… 　 - 📣加入《天下》Telegram ，每日為您精選3則重要新聞 >> http://t.me/cwmagazine,Link,,,10/13/20, ,26588,26588,0,29994,29994,0,1053,990,1085,6,6,28141,24868,0,0,955,0,0,0,0,0,0,0,0,0,0
127628276929_10157210883596930,https://www.facebook.com/cwgroup/posts/10157210883596930,【艾蜜莉的巴黎跟上時代了嗎？】#刻板印象與時代之風 　 美劇《艾蜜莉在巴黎》描述一名美國女子，誤打誤撞下跑到巴黎工作，碰上的一連串文化衝擊。 　 但此劇播出後，許多法國人表示不以為然，批評劇裡針對巴黎的描寫充滿陳腔濫調，但其實法國人對美國也有不少刻板印象？ 　 ▍「換日線 10X10 亮點人物」網路徵選開跑，成為青年領袖由此報名 >> bit.ly/32UHFvT,Link,,,10/13/20, ,19797,19797,0,21882,21882,0,386,359,386,1,1,20522,18704,0,0,357,0,0,0,0,0,0,0,0,0,0
127628276929_10157210867826930,https://www.facebook.com/cwgroup/posts/10157210867826930,10月13日凌晨，南鐵東移案最後3個拒遷戶遭到突襲強拆。多年來的抗爭，也因此被突然畫下句點。  當然，鐵路地下化有助減少闖入事故、紓解市區交通壓力、後續土地開發也有經濟利益，從這樣的角度看來，很容易覺得這一小群拒絕遷移的人是為了個人私利在妨礙都市發展。然而，居民生活與歷史文化脈絡在開發面前，難道真的就毫不重要？,Link,,,10/13/20, ,46748,46748,0,50388,50388,0,1756,1619,1903,2,2,46682,42653,0,0,1526,0,0,0,0,0,0,0,0,0,0
127628276929_10157210931046930,https://www.facebook.com/cwgroup/posts/10157210931046930,【就是這麼瘋狂力挺年輕人】CSR在天下 #U20國際青年論壇主持人  作家王文華寫過多本暢銷作品，他不只會寫作，也同時是社會企業的創辦人，熱愛行銷管理的他創辦了介紹創新創意案例的媒體—創新拿鐵，以及為企業做創新顧問的夢想學校。  他說，有權力的人，必須確保年輕人能享有跟上個世代同等機會。  這次受邀擔任「地球的新聲－逆轉氣候危機的青世代就是你！」U20國際青年論壇主持人，「CSR@天下」在論壇前專訪王文華，談他如何看待CSR與ESG、還有為環境挺身而出的年輕世代。  ★立即報名U20國際青年論壇：https://www.accupass.com/event/2008181159161991330712  #CSR #CSR天下 #企業社會責任 #U20國際青年論壇 #地球的新聲 #王文華 #ESG #若水 #社會企業 #責任投資,Link,,,10/13/20, ,35294,35294,0,38511,38511,0,615,517,557,3,3,36243,33260,0,0,557,0,0,0,0,0,0,0,0,0,0
127628276929_10157210146626930,https://www.facebook.com/cwgroup/posts/10157210146626930,法語、德語、日語、英語、西班牙語……，在亞都麗緻服務將近40年的前台資深經理林守芬流利轉換7國語言，親切地服務來自各國的貴賓。  沒留學、不補習，商科出身的她，靠著自學，從「英語不通」到擁有7種語言力，她是怎麼辦到的？,Link,,,10/13/20, ,18315,18315,0,19801,19801,0,619,580,585,3,3,18077,16945,0,0,524,0,0,0,0,0,0,0,0,0,0
127628276929_10157210634606930,https://www.facebook.com/cwgroup/posts/10157210634606930,#廣編企劃  在實踐永續的路上始終不停歇，玉山持續聚焦金融的核心價值，回歸顧客需求的本質，期許在每一次的永續挑戰中，找到創新與再成長的機會。  玉山的服務範疇，影響一個人的食衣住行育樂，包括他從小到大的存款、消費、購屋置產到投資，如何提供更好的服務，是玉山持續關注的焦點  #玉山銀行 #永續 #綠色金融 #創新,Link,,,10/13/20, ,8802,8802,0,9963,9963,0,66,43,48,2,2,9308,8175,0,0,52,0,0,0,0,0,0,0,0,0,0
127628276929_10157210864866930,https://www.facebook.com/cwgroup/posts/10157210864866930,【全台灣最美最強衛生所】  南迴公路上的 #台東縣大武鄉衛生所  因粉色外觀吸引遊客目光，被台東鄉親譽為 #最美衛生所，也成為南迴線新的打卡景點。 高雄醫學大學附設中和紀念醫院院長鍾飲文說，大武衛生所啓用前已創下全國衛生所首例利用大腸鏡發現大腸癌確診個案。 除了外觀好看，還有什麼特點，讓它被譽為 #全台最強衛生所 ？  #未來城市 #智慧醫療 #台東 #大武鄉 #衛生所 #南迴,Link,,,10/13/20, ,31873,31873,0,33575,33575,0,669,321,364,2,2,31576,29909,0,0,576,0,0,0,0,0,0,0,0,0,0
127628276929_10157210656746930,https://www.facebook.com/cwgroup/posts/10157210656746930,【素養教育－怎麼開始？怎麼評量？】  被列為世界上最幸福的國家-芬蘭，在教育上也居世界前列，早在25年前就出現過素養教育思維！為什麼芬蘭特別重視素養？芬蘭素養教育又怎麼開始，怎麼評量？  深度了解素養教育，您也可以為孩子打造素養學習環境，聽聽教母級人物怎麼說>>  👉閱讀完整文章：https://bit.ly/3nJM3X7 👉深入了解108課綱素養教育：https://bit.ly/34zWfZE  #108課綱 #素養教育 #2020天下教育特刊 #11月正式出刊 #現正預購中,Photo,,,10/13/20, ,28129,28129,0,30590,30590,0,531,428,525,0,0,27796,25140,0,0,461,0,0,0,0,0,0,0,0,0,0
